"X.1","X","ISBN","Title","Author","Year","Publisher","Description","Avg_Rating","Num_Pages","Ratings_Count","Text_Reviews_Count","freshNessFeature","characters","AuthorFansCount","AuthorRatings","AuthorWorksCount","ScoreList"
512,512,"0439149797","A Contar Cheerios!","Barbara Barbieri McGrath",2000,"Scholastic","<br /><br />This colorful counting book uses catchy rhymes and vibrant illustrations to help children count from 1 to 20 and then in groups of 10 to 100 using the popular cereal's O's as units. ""Food is a major part of every toddler's day, and food is the focus here: holding it, playing with it, eating it, and, also, counting it, so that numbers become a natural part of breakfast, and concepts are learned through crunchy physical facts.",3.77,32,1,0,0,0,1,3.657,46,2.825
513,513,"043915426X","Splashdown in Cerulean City (Pokemon Chapter Books #7)","Tracey West",2000,"Scholastic","""Splashdown in Cerulean City"" is another adventure featuring Pokemon trainer, Ash Ketchum, and his friends.",4.05,87,204,8,0,2,79,4.232,444,0.1
514,514,"0439160227","Blossoming Out (Powerpuff Girls Chapter Book, 4)","E. S. Mooney",2000,"Scholastic","Blossom is the can-do kid when it comes to fighting evil in Townsville. But she needs to take a reality check -- before Townsville's villains turn this Powerpuff into a cream puff!",4.38,64,23,4,0,1,NA,NA,NA,-1.025
515,515,"0439161673","Map in the Mystery Machine (Scooby-Doo! Reader: Level 2 (Paperback))","Gail Herman",2000,"Scholastic","When Scooby finds an old map, the mystery begins. Ghosts, pizza pies, and buried treasure? Scooby and the gang are on the case!",3.77,32,71,7,0,0,15,3.994,212,-0.35
516,516,"0439162521","Clifford's Schoolhouse: With More Than 60 Fun Flaps to Lift (Clifford)","Norman Bridwell",2000,"Scholastic","Learning is Big fun when preschoolers join Clifford and Emily Elizabeth in their schoolhouse. As children turn the colorfully illustrated pages and lift more than sixty fun flaps, they'll learn about important early childhood concepts such as colors, shapes, numbers, and the alphabet.Nothing beats interactive learning, and this sturdy, over-sized board book will have children coming back to uncover and discover, again and again",3.67,10,33,0,0,1,97,4.159,245,3.125
517,517,"0439163005","The Giggler Treatment","Roddy Doyle",2001,"Scholastic","Our tale begins with a simple man heading to his job as a cookie taster . . . but also heading for a terrible -- and awfully smelly -- fate. Is it an accident? Or are the mischievous Gigglers responsible? Find out in this thoroughly silly tale that reveals the truth of what happens to grownups who are mean to children!",4.15,112,46,10,0,0,624,3.915,91,-0.6
518,518,"0439163099","The Mozart Season","Virginia Euwer Wolff",2000,"Scholastic","<p>
  <i>“Remember, what’s down inside you, all covered up—the things of your soul. The important, secret things . . . The story of you, all buried, let the music caress it out into the open.”</i>
</p><p>When Allegra was a little girl, she thought she would pick up her violin and it would sing for her—that the music was hidden inside her instrument.<br />     Now that Allegra is twelve, she believes the music is in her fingers, and the summer after seventh grade she has to teach them well. She’s the youngest contestant in the Ernest Bloch Young Musicians’ Competition.<br />     She knows she will learn the notes to the concerto, but what she doesn’t realize is she’ll also learn—how to close the gap between herself and Mozart to find the real music inside her heart.</p>",3.97,256,55,6,0,1,89,3.591,14,0.835714285714286
519,519,"0439164575","Survival (Island)","Gordon Korman",2001,"Scholastic","<br />Six kids. <br />One shipwreck. <br />One desert island. <br />Stranded. Separated. <br />Six kids are stuck on a desert island. They have no food. No shelter. Nobody knows they are lost. They must take from the island in order to survive. But what if they're not alone?",3.86,138,2969,131,0,0,1483,3.898,145,-0.227272727272727
520,520,"043916589X","The Beastly Arms","Patrick Jennings",2001,"Scholastic","As Nickel and his mother search for a new apartment in the city, Nickel is drawn to a strange building at the end of an alley called The Beastly Arms, and senses the building houses a secret only he can unearth.",3.72,314,5,1,0,0,36,3.725,37,-0.1
521,521,"0439167876","Shadows over Balinor (Unicorns of Balinor, 8)","Mary Stanton",2000,"Scholastic","Princess Arianna inquires about the past and learns the truth about the fall of the great unicorns from the Celestial Valley. She uncovers the truth about shifting magic and how that power has led the fallen unicorns into the shadows...to become the evil Shadow Unicorns.",3.96,111,961,24,0,1,232,3.91,28,1.325
522,522,"0439169437","The Secret of the Pink Pokemon (Pokemon Chapter Book #10)","Tracey West",2000,"Scholastic","Ash and friends discover new Pokemon on the weird Orange Islands. Onix is made of crystal, Rhyhorn has turned pink, Marril has super sonar, and Snorlax is on a feeding frenzy! But Ash can still count on Team Rocket setting their usual traps to swipe rare Pokemon - and Pikachu of course.",4.24,87,176,4,0,0,79,4.232,444,-0.2
523,523,"0439173078","Back to Before (Animorphs, Megamorphs, 4)","K. A. Applegate",2000,"Scholastic","Jake's finally weakened. After a grisly battle, the Drode offers the Animorphs' leader an escape from the terrifying pressure. He'll reverse the decision to start the Animorphs. Now, there's no morphing, no missions, and no knowledge of the Yeerks. That is, until very strange things begin to happen and Jake, Rachel, Tobias, Cassie, Marco and Ax are forced to confront their new reality.",3.95,179,1213,29,0,1,NA,NA,NA,-0.71
524,524,"0439176824","The Fall (The Seventh Tower, Book 1)","Garth Nix",2000,"Scholastic","Tal has lived his whole life in darkness. He has never left his home, a mysterious castle of seven towers. He does not see the threat that will tear apart his family and his world.<br />But Tal cannot stay safe forever. When danger strikes, he must desperately climb the Red Tower to steal a Sunstone. He reaches the top...<br />...and then he falls into a strange and unknown world of warriors, ice ships, and hidden magic. There Tal makes an enemy who will save his life and holds the key to his future.",3.78,195,6990,197,0,0,7753,3.983,130,-0.7
525,525,"0439177006","Scooby-Doo and the Alien Invaders (Scooby-Doo! 8 X 8 (Paperback))","Jesse Leon McCann",2000,"Scholastic","Check out these picture stories based on the bestselling Scooby direct-to-video movies.",3.72,32,24,2,0,0,3,3.871,121,0.8
526,526,"0439188970"," Clifford Visita El Hospital (Clifford El Gran Perro Colorado)","Norman Bridwell",2000,"Scholastic","<div><br /><br />Clifford acompaña a Emily Elizabeth a visitar a su abuelita en el hospital, pero su amor por las galletas lo lleva a esconderse en la cesta de galletas de la abuelita. La visita de Clifford al hospital está llena de travesuras por parte de Clifford, el cachorrito, sin embargo, sirve para llenar de alegría a muchos pacientes del hospital.<br /></div>",3.68,32,3,1,0,1,97,4.159,245,-0.516666666666667
527,527,"0439192579","Fairy Dreams","Carol McLean-Carr",2000,"Scholastic","This lushly illustrated, magical book tells the story of mischievous fairies who sweep into a little girl's room as she sleeps and take 12 of her belongings back to Fairyland. Then it's up to the reader to search each double-page spread for Isobel's possessions! At the end of the book, the reader can go back and locate the 12 new presents that the fairies have left behind.",2,32,1,0,0,0,0,2,4,0.35
528,528,"0439193133","Blister","Susan Richards Shreve",2001,"Scholastic","Resilience. Alyssa Reed¹s grandma ³Daisy G² has it. Alyssa¹s Mom clearly doesn¹t. But what about skinny redheaded Alyssa? Before the year in which this story takes place she hadn¹t ever even considered the question. Life just seemed fine. She didn¹t really notice the distance between her parents, or that her mom could be down a lot. And even if there was a strain between her mom and dad, everything was going to be great when the new baby, Lila Rose, arrived. But Lila Rosa doesn¹t survive, and neither does Alyssa¹s parents¹ marriage.",3.42,160,2,1,0,1,26,3.434,58,0.383333333333333
529,529,"0439194040","Mary, Queen of Scots: Queen Without a Country, France, 1553 (The Royal Diaries)","Kathryn Lasky",2002,"Scholastic","Mary, the young Scottish queen, is sent a diary from her mother in which she records her experiences living at the court of France's King Henry II as she awaits her marriage to Henry's son, Francis.",3.79,202,4115,112,0,4,1208,4.011,167,0.85
530,530,"0439194253","Franklin in the Dark (Franklin (Hardcover))","Paulette Bourgeois",2000,"Scholastic","A turtle afraid of small dark places, and therefore of crawling into his shell, asks a variety of animals for advice, only to find out that each has a fear of its own.",3.99,12,2,0,1,0,44,4.148,141,-1.85
531,531,"0439199689","Pokemon the Movie 2000: The Power of One (Pokemon (Scholastic Unnumbered))","Tracey West",2000,"Scholastic","<p>The quest to become the world's greatest Pokemon trainer has brought Ash and his Pikachu to the Orange Islands. There, the world is in grave danger. Three legendary birds are wreaking havoc upon the earth. Only the mysterious Pokemon, Lugia, can defeat the winged creatures. But this Pokemon can't do it alone.</p><p>It's up to ten-year-old Pokemon trainer Ash Ketchum to help. Ash wants to be a Pokemon Master, but this isn't what he had in mind. Even Ash's enemies, Jessie and James of Team Rocket, are on this side. It's the biggest Pokemon battle of the new millenium.</p>",4.23,112,60,3,0,2,79,4.232,444,-0.422222222222222
532,532,"0439200903","Talent Showdown (Pokémon Chapter Book, 14)","Tracey West",2000,"Scholastic","Another adventure with Ash, Misty, Pikachu and the gang.",4.23,96,39,1,1,1,79,4.232,444,-0.7
533,533,"0439200911","Psyduck Ducks Out (Pokémon Chapter Book, 15)","Jennifer Johnson",2000,"Scholastic","Another adventure with Ash, Misty, Pikachu and the gang.",3.9,96,31,2,1,1,NA,NA,NA,-0.7
534,534,"043920092X","Thundershock in Pummelo Stadium (Pokemon Chapter Book, 16)","Tracey West",2001,"Scholastic","Ash has just won his fourth badge -- but he's about to face his toughest challenge yet. He must participate in the Orange League Winner's Cup and battle against a trainer with an incredibly powerful Dragonite. Has Ash finally met his match?",4.24,88,67,3,0,0,79,4.232,444,0.466666666666667
535,535,"0439200962","Nidoran's New Friend (Pokémon Junior Chapter Book)","Gregg Sacon",2000,"Scholastic","While two Nidoran Pokemon are best buds, their masters are sworn enemies. Can Pikachu and Ash make peace between the quarrelsome trainers before the Nidoran are lost to Team Rocket?",3.35,47,17,1,0,0,0,3.84,2,-0.65
536,536,"0439200989","Snorlax Takes  a Stand (Pokémon Junior Chapter Book, 9)","S. E. Heller",2001,"Scholastic","Snorlax is one of Ash's most stubborn Pokmon. All it does is sleep! But when Team Rocket tries to steal all the Pokmon food from the Orange Islands, only Snorlax can stop them. But can Ash get his portly Pokmon to wake up in time?",4.11,48,15,1,0,0,1,5,1,-0.475
537,537,"043920139X","Softball Practice (Hello Reader! Level 1)","Grace MacCarone",2002,"Scholastic","Best-selling author and illustrator Grace Maccarone and Betsy Lewin team up to create this latest book in the popular FIRST-GRADE FRIENDS series!<br /><br />Batter up! It's time for softball practice!<br /><br />Aunt Gracie drives Jan and friend Sam to the park for softball practice. As she drives off, Jan and Sam wait for the other team members to arrive. But Jan starts to get worried and realizes that her Aunt Gracie left them at the wrong park. Sam has a great idea to pass the time by practicing softball. And while they're having fun, Sam's mom, Jan's dad and Aunt Gracie all arrive. And they end up having a great softball practice anyway!",3.09,32,11,5,0,4,NA,NA,NA,0.58125
